datetime;prec.ww;WaPo.day;temp.mt;temp.max.mt;temp.min.mt;vpd.mt;ppfd;gstr.mt.sum;GPP_DT;Reco_DT;Fq_mmol;Fqt_mmol;Fqe_mmol;Fc_umol;Fcp_umol;Fcr_umol;NEE;GPP/Trans
2019-05-05;21.0;100.0;-0.835416666666667;2.7;-2.0;0.0;2.72772;4907;2.102414280787088;0.5162709493269475;0.02840428678918878;0.025684086619418456;0.0027202001697702602;1.6847916928283433;-0.6354465974869983;2.320238290315342;-1.5861433314601403;81.85668861580452
2019-05-06;8.5;100.0;0.160416666666667;2.1;-1.3;;18.51912;7834;2.723496663272859;0.6519995159731626;0.3037931095192867;0.10264915884585549;0.2011439506734312;2.3071896722417167;-1.5441119787848185;3.8513016510265357;-2.071497147299697;26.532089438381423
2019-05-07;0.0;100.0;3.89791666666667;7.6;1.7;;28.50768;10208;2.9574201033633067;1.060072934041446;0.4849419725409577;0.1348630446575597;0.350078927883398;0.6674682468148251;-1.7164574202897034;2.3839256671045286;-1.8973471693218606;21.929062263666832
2019-05-08;0.0;100.0;9.125;15.3;3.7;;41.3874;12995;3.2653730743490903;1.9879102224097611;1.0526094509801764;0.8032930136283832;0.2493164373517932;-0.8481817227244289;-5.207304260137023;4.359122537412594;-1.2774628519393292;4.064983784185762
2019-05-09;9.1;100.0;8.01041666666667;11.5;3.7;;24.31134;9766;3.0975648207974573;1.5270305399422315;1.2845995826715886;0.2362648579913458;1.0483347246802428;2.845931369212234;-3.125782962074025;5.971714331286258;-1.5705342808552258;13.110560948979211
2019-05-10;0.8;100.0;8.99583333333333;11.8;7.2;;33.87078;12228;3.6996085222870234;1.715134635213657;0.4953804967290415;0.047041822213983515;0.44833867451505793;2.314423179861411;-0.49020161550502883;2.8046247953664394;-1.9844738870733665;78.64509383710244
2019-05-11;24.4;100.0;10.05;15.4;4.1;;27.8838;9540;3.4134983323702195;1.7907202574231293;1.147923264226917;0.1925282577182517;0.9553950065086653;2.9182321622260003;-1.461618919179964;4.379851081405964;-1.6227780749470901;17.729856244612034
2019-05-12;19.0;100.0;3.5125;4.6;1.7;0.0;8.2638;3758;2.0710638138258384;0.8253190151134273;0.07209543904820691;0.046563337750724694;0.025532101297482197;0.15024448931759762;-0.7352335446890907;0.8854780340066885;-1.245744798712411;44.47842259318288
2019-05-13;6.3;100.0;3.55833333333333;6.2;2.1;0.0313400695280803;12.96954;4449;2.1941636777252316;0.8539245909263559;0.34890710969004823;0.24918583945499556;0.09972127023505264;1.378343012323362;-4.063323659112104;5.441666671435465;-1.3402390867988756;8.80533052168685
2019-05-14;4.9;100.0;2.94791666666667;4.7;0.4;0.117285762382379;21.22326;7304;2.869640014721788;0.708490987421738;0.5649820668359818;0.34562891791526024;0.2193531489207216;1.5037890365762665;-4.92398366629174;6.4277727028680065;-2.16114902730005;8.30266180281059
2019-05-15;11.5;100.0;0.402083333333333;1.4;-0.5;0.0;4.33224;5802;3.8640208519702317;0.5169605941411459;0.08541382258969447;0.0820675808886228;0.003346241701071674;1.0009699960707814;-1.4320395619797144;2.433009558050496;-3.347060257829086;47.083401388597636
2019-05-16;5.1;100.0;3.55625;7.4;1.0;;14.2002;8374;4.456045507930125;0.818869540729274;0.712425282971841;0.0;0.712425282971841;1.5203669909215893;0.0;1.5203669909215893;-3.637175967200851;
2019-05-17;0.0;100.0;9.6125;15.2;4.7;;44.88084;16307;5.5415385708079805;1.5735508486273728;1.7606797372410952;0.22696667545314209;1.5337130617879529;4.759695875464253;-1.5294487470906675;6.289144622554921;-3.9679877221806077;24.4156485076244
2019-05-18;0.0;100.0;12.9125;16.3;9.6;;48.52656;16373;5.693092427816879;1.9194106052909643;1.7029435969479627;0.20296950578511416;1.4999740911628483;2.101530789201797;-1.6027705898547586;3.704301379056556;-3.7736818225259148;28.049003744652225
2019-05-19;0.0;100.0;14.28125;17.7;11.7;;45.68004;13930;5.088784441870353;2.0368039300742526;1.8622625626274691;0.2504051305219246;1.6118574321055446;2.713069486438681;-1.7882431724258772;4.501312658864558;-3.0519805117961005;20.322205185108206
2019-05-20;21.0;100.0;10.1458333333333;12.8;8.3;0.0;12.36096;6975;4.1181521159498615;1.3062621458133032;0.47881664802844576;0.23107670014826784;0.24773994788017786;0.3678725114717327;-3.150421985785393;3.5182944972571257;-2.8118899701365585;17.821580943935473
2019-05-21;9.3;100.0;8.66666666666667;9.4;7.6;0.027234383563703;15.24744;4478;2.866749783424879;1.110214211549074;0.579509375539222;0.42230664940969614;0.1572027261295258;-3.530597578869836;-4.772060011891777;1.2414624330219408;-1.7565355718758051;6.788313154509991
2019-05-22;33.6;100.0;8.37291666666667;9.4;7.7;0.0034214049703144;5.17608;1605;1.630321634151633;1.048639905663863;;;;;;;-0.58168172848777;
2019-05-23;0.9;100.0;10.2354166666667;13.3;8.2;0.116327768990691;44.3961;12151;4.504720253125484;1.2239874287126138;0.9999088176642328;0.7454618361070182;0.2544469815572145;13.84656784843341;-11.30357825119222;25.150146099625626;-3.28073282441287;6.042858312707491
2019-05-24;0.0;100.0;13.19375;16.1;9.6;0.217601356111999;44.23806;13104;4.584368264933214;0.8408005156763215;0.701216483289274;0.6767679583165882;0.0244485249726857;-1.4351356953635042;-3.9457337901783767;2.5105980948148723;-3.743567749256892;6.773914468906745
2019-05-25;6.8;100.0;15.1270833333333;18.2;10.6;0.211169114767808;40.41648;9868;4.823674918300751;1.6617092908974733;0.622530648322254;0.575075671401507;0.047454976920746995;0.6390366626870886;-3.6738763626269226;4.312913025314011;-3.1619656274032772;8.387895990357332
2019-05-26;2.9;100.0;13.775;17.4;10.7;0.107021547471436;30.26448;9037;5.280848213744295;2.156402361389565;1.1171721362893898;0.8858916803537307;0.23128045593565913;-0.6839084839770138;-8.790719937219533;8.10681145324252;-3.12444585235473;5.961054077893233
2019-05-27;3.7;100.0;13.8875;16.7;11.6;0.0644592696407242;19.674;5350;4.278183664178358;2.170189536301287;2.173163347957928;1.7452760327599954;0.4278873151979324;-4.4945237930667155;-14.370528990945052;9.876005197878335;-2.107994127877071;2.4512934251510914
2019-05-28;24.8;100.0;10.1041666666667;11.8;7.5;0.0;10.45332;3562;3.4287113981462345;1.7792535147934638;;;;;;;-1.6494578833527707;
2019-05-29;44.9;100.0;6.57916666666667;7.5;5.9;0.0;7.54758;2815;3.2109071999843484;1.502099774089057;;;;;;;-1.7088074258952914;
2019-05-30;3.7;100.0;7.94347826086956;11.4;5.7;0.0616923943169046;21.51936;10544;7.178941710491203;1.765154920926357;0.515028937807466;0.3483671657849994;0.16666177202246646;-1.5462354719213829;-3.473740380886934;1.9275049089655514;-5.4137867895648455;20.60740051179739
2019-05-31;0.0;100.0;12.3645833333333;15.2;10.3;0.174628509684849;41.14908;11748;7.639944043436684;2.5397487418144395;0.7904764055049923;0.5199748745587979;0.27050153094619434;-1.7106996696869836;-4.282245649993241;2.571545980306257;-5.100195301622245;14.692910017852743
2019-06-01;0.0;100.0;15.1416666666667;18.6;12.3;0.108800678055999;33.34716;9423;8.58043667355651;6.735986515051067;0.9139607561444162;0.7792405412720322;0.13472021487238398;-3.6951363544154012;-7.898534369322829;4.203398014907428;-1.8444501585054436;11.011281137336368
2019-06-02;0.0;100.0;19.2395833333333;22.7;15.7;0.229644701607506;57.1482;16105;11.013283979529684;9.537402205521937;0.8780871316735362;0.614920532420502;0.2631665992530342;-0.4369628670855412;-2.6132571603934096;2.1762942933078686;-1.4758817740077461;17.910093091506095
2019-06-03;0.0;100.0;20.0645833333333;23.8;16.2;0.253594536399707;53.1162;15710;10.410136837037557;8.542299427275735;1.2488194634215257;1.060304257859913;0.18851520556161294;1.0811507507027471;-5.824707787001979;6.905858537704726;-1.8678374097618224;9.818065673006984
2019-06-04;0.0;100.0;20.575;23.7;16.1;0.251541693417518;54.13644;14993;8.797544954284708;6.5133894720028644;1.4225625032705618;1.0787110551466434;0.34385144812391844;-0.43129308207620937;-5.044478431341373;4.613185349265164;-2.284155482281844;8.155608410899935
2019-06-05;0.0;100.0;21.1520833333333;24.8;17.4;0.244151458681639;57.24648;16398;7.5795447104401035;3.931664282394154;1.2232691481884805;0.9139407004585691;0.3093284477299113;-0.5470364040227609;-4.071400722808404;3.524364318785644;-3.6478804280459496;8.29325656099687
2019-06-06;12.4;100.0;18.8333333333333;21.3;14.4;0.153826367465337;32.00112;8412;5.9380628689317305;3.37594221252948;1.038420783219649;0.782945637706305;0.255475145513344;-1.120868323884636;-4.211626733118988;3.090758409234352;-2.5621206564022505;7.584259472123389
2019-06-07;12.2;100.0;16.6229166666667;23.2;10.7;0.0756814779433555;52.83108;15491;8.609776045945468;5.427400667950514;0.9859003060676059;0.7928964886276156;0.19300381743999032;4.395306232208997;-6.3286881085501525;10.723994340759148;-3.182375377994954;10.858638131753734
2019-06-08;0.0;100.0;15.7104166666667;23.5;12.6;0.225265303245503;27.2682;7984;7.28205998420501;4.660181422335691;2.597614814012854;0.4004953122075591;2.197119501805295;0.164682963230278;-3.0273566859272454;3.1920396491575236;-2.621878561869319;18.182634758109327
2019-06-09;0.0;100.0;18.5104166666667;23.5;13.7;0.210074265177307;53.0667;15159;7.395377169653415;5.107076199481434;1.3164151629837804;1.2550851874629683;0.061329975520812166;-3.9297057890570044;-9.364371885021288;5.4346660959642845;-2.2883009701719805;5.89233085014926
2019-06-10;0.0;100.0;22.38125;25.7;18.2;0.213085101551184;48.08826;13354;5.894869906697075;4.474963520616275;1.3283472233632716;0.8964154337044111;0.43193178965886064;-0.257376993236079;-2.9736899103380936;2.716312917102015;-1.4199063860807994;6.576046869626835
2019-06-11;0.0;100.0;22.33125;26.4;17.2;0.223212460263314;38.32704;10477;4.341792054151321;3.3485248844649633;1.587931697440002;1.1145725328824863;0.473359164557516;-1.9840680069412886;-4.464336921703494;2.4802689147622057;-0.9932671696863573;3.8954773476452544
2019-06-12;0.0;100.0;23.4;27.3;16.2;0.296704239025669;41.6088;11517;5.244040203249011;3.2738153927144147;0.33484896122040975;0.1269502521199144;0.2078987091004953;0.33835041117919584;-0.4643055271485401;0.8026559383277359;-1.9702248105345967;41.30783606712027
2019-06-13;0.0;100.0625;17.5166666666667;23.9;12.9;0.0763657589374184;44.02458;12692;5.247682089862603;2.7072431867135625;;;;;;;-2.5404389031490404;
2019-06-14;0.0;103.309722222222;22.89375;28.5;17.9;0.201178612254489;54.88578;15563;6.232102757802303;3.20702810557056;;;;;;;-3.025074652231743;
2019-06-15;4.8;111.901388888889;23.7166666666667;27.0;14.9;0.291503703470791;27.35856;7408;4.025991196817949;3.0595675659500343;;;;;;;-0.9664236308679146;
2019-06-16;0.4;123.285243055556;15.4333333333333;18.3;13.6;0.0661015440264751;16.46154;4638;3.8108983673914474;2.30845429058525;;;;;;;-1.5024440768061975;
2019-06-17;0.0;129.060243055556;16.8583333333333;20.0;14.1;0.11359064501444;37.64898;10424;6.012267366762745;2.414686205916183;;;;;;;-3.597581160846562;
2019-06-18;1.8;138.642534722222;18.9729166666667;23.0;16.1;0.141783021969831;36.8523;10177;5.702960113266872;2.5360467575034855;;;;;;;-3.166913355763387;
2019-06-19;0.0;147.611284722222;20.7;23.9;17.8;0.209663696580869;40.10778;11175;6.571352415068343;2.569745974261259;3.7402586008961194;2.7282204680131725;1.0120381328829464;-8.702880404900549;-12.053111046710683;3.3502306418101346;-4.001606440807084;2.408658864675234
2019-06-20;8.3;165.546006944444;19.5083333333333;23.7;13.1;0.199946906465176;48.05388;13067;7.026708140835294;2.627177666504547;2.5489763622563095;1.7091049904701108;0.839871371786199;13.587780160704252;-8.31947759362767;21.90725775433192;-4.399530474330747;4.11133791078716
2019-06-21;2.8;186.316840277778;17.2625;21.6;13.0;0.112222083026314;39.40668;11267;9.597035147773406;6.2155472216235035;3.2605209917361484;1.7650900434266104;1.4954309483095376;-1.952981453585594;-12.689036848122527;10.736055394536933;-3.3814879261499025;5.437136299937684
2019-06-22;1.2;190.707118055556;16.7625;20.4;14.5;0.0955256267711793;31.82742;8749;10.355922163477768;7.905526213626413;2.307894723876784;1.5512228713500533;0.7566718525267305;-4.079396831593756;-12.138693290250872;8.059296458657116;-2.4503959498513552;6.675973101444055
2019-06-23;5.2;195.123090277778;15.4979166666667;17.8;13.6;0.0324349191185809;20.11176;6017;9.571885304911666;7.693438057079781;1.7090918398247588;1.215754654610618;0.49333718521414066;-7.629116717239551;-16.566530052100056;8.937413334860503;-1.8784472478318843;7.873204736343247
2019-06-24;1.6;185.174305555556;18.9125;23.0;15.4;0.114959207002565;44.57178;13633;12.409298742177272;8.690342508000079;1.7671329581067992;1.4536730128527373;0.31345994525406184;-2.851876661435115;-8.597892363419838;5.746015701984723;-3.7189562341771936;8.536513117090097
2019-06-25;0.0;182.952951388889;23.2541666666667;28.6;18.3;0.181471319625478;56.66634;15755;9.887404192626617;7.198634901973059;0.9128441000984612;0.7326109880057728;0.18023311209268827;0.2044514169030509;-2.7890404814261798;2.9934918983292307;-2.688769290653558;13.496117795804485
2019-06-26;0.0;190.960590277778;26.3729166666667;29.6;22.4;0.223896741257377;56.08206;15710;7.763389025223193;4.788578592593209;0.7544395745608113;0.43629250450278745;0.31814707005802373;0.986974740744485;-1.3227711526076316;2.3097458933521167;-2.974810432629984;17.794000458638624
2019-06-27;0.0;211.188194444444;26.1829787234043;28.4;23.1;0.223349316462127;50.27724;13744;5.88190419231372;2.61834765051892;1.8957685274369833;1.4738484436912125;0.4219200837457709;-1.7090762434626408;-4.579458919019058;2.8703826755564177;-3.2635565417948;3.9908473747698605
2019-06-28;0.0;274.6890625;20.5541666666667;23.4;16.9;0.320927786215495;56.3121;16365;5.897329715076503;1.8708989426990978;1.3876542570662953;1.3206107061164938;0.0670435509498013;-2.321291154705428;-4.424904138823493;2.1036129841180657;-4.026430772377405;4.465607985580186
2019-06-29;0.0;307.620868055556;20.5291666666667;24.4;16.1;0.261805908328461;55.94058;16218;6.612821134925927;3.5780090835788942;1.4889453527137126;1.1376586773368347;0.35128667537687785;2.2694417713683612;-6.323042224744404;8.592483996112765;-3.0348120513470325;5.812658283771014
2019-06-30;0.0;310.650798611111;26.19375;30.9;20.6;0.33392912510269;55.69344;15852;4.837188103548228;2.9254372118269814;1.1898262135138324;0.864392381613104;0.32543383190072833;-0.934838350920115;-3.010038569707748;2.075200218787633;-1.9117508917212467;5.596055919096843
2019-07-01;2.8;321.34451754386;24.9833333333333;30.6;15.8;0.26864871826909;37.47924;10046;3.2904830275342367;2.3090610169240438;2.945409331207248;2.7961896242019946;0.1492197070052531;-3.743215351065836;-7.125812881146731;3.382597530080896;-0.981422010610193;1.1767739208578563
2019-07-02;3.6;344.94625;19.85625;22.1;18.2;0.150131250097398;32.43294;9169;3.882477788088939;1.9356247420332895;;;;;;;-1.9468530460556497;
2019-07-03;0.0;360.223194444444;18.2958333333333;20.9;14.5;0.161216602201217;48.33972;13413;5.161675460140362;1.845852313369333;;;;;;;-3.315823146771029;
2019-07-04;0.0;376.193506944444;18.3208333333333;21.5;13.6;0.218285637106062;50.52834;15134;6.082594898956777;1.9178228306495706;;;;;;;-4.164772068307206;
2019-07-05;0.0;388.898645833333;19.8645833333333;22.8;18.0;0.278639220782408;44.0811;12755;5.814232562760682;2.099589971996063;;;;;;;-3.714642590764619;
2019-07-06;0.0;397.223159722222;22.8916666666667;27.6;19.1;0.35089929375545;54.44334;15009;6.543785350931336;2.4516371138842925;;;;;;;-4.092148237047043;
2019-07-07;7.3;410.159270833333;17.16875;21.9;12.5;0.130834526064824;24.2415;6922;4.571322079483136;1.8354065914188193;;;;;;;-2.7359154880643164;
2019-07-08;11.1;371.995416666667;12.2958333333333;15.8;9.5;0.0506367935606538;18.96372;5748;4.047956387060757;1.511672408999921;;;;;;;-2.536283978060836;
2019-07-09;0.1;319.506423611111;13.05625;15.1;11.3;0.110306096242938;21.10644;5948;4.862536441722865;1.6004323701632863;;;;;;;-3.2621040715595786;
2019-07-10;0.0;319.97375;12.9708333333333;16.2;9.7;0.21075854617137;48.3273;14634;8.392302218041786;1.6349142739796358;1.3917508945216541;1.2057200085878337;0.18603088593382036;-3.2074946661535058;-12.648579339004018;9.44108467285051;-6.757387944062151;6.960407190945632
2019-07-11;0.0;325.225833333333;14.8479166666667;17.6;12.9;0.253594536399707;28.62594;8088;6.25048715342128;1.1806897448158555;1.0705119748570555;0.9274813623568345;0.1430306125002211;-4.152608086331638;-5.515714880283178;1.3631067939515398;-5.0697974086054245;6.739205128109624
2019-07-12;13.5;332.178993055556;13.325;17.3;10.7;0.0567953225072198;28.2483;8355;5.662663399510767;1.2535180267193748;1.1575695452964878;0.8304349239293884;0.3271346213670992;-1.9051477728269632;-8.811344976107515;6.906197203280553;-4.409145372791392;6.818912880875252
2019-07-13;31.9;283.973611111111;11.2166666666667;14.8;9.7;0.01751759344801;7.5861;2275;2.6326001294851027;1.63935098993468;2.957249002556366;1.4240407881308583;1.5332082144255073;177.87229861029195;-123.34932576796763;301.2216243782596;-0.9932491395504226;1.848683093509248
2019-07-14;18.0;184.94375;11.9395833333333;16.3;10.7;0.0088956529228175;22.29264;7087;5.434749891476876;2.077828348525243;3.19922481790221;1.7404218830195308;1.4588029348826788;24.35091241567101;-69.28549638168575;93.63640879735675;-3.3569215429516333;3.122662352445202
